Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-5 Measure Description,HBIPS-5 Denominator,SUB-3/-3a Measure Description,SUB-3 Denominator,TOB-3/-3a Measure Description,TOB-3 Denominator,FUH Measure Description,FUH-30 Denominator,READM-30-IPF Measure Desc,READM-30-IPF Denominator
190098,OCHSNER LSU HEALTH SHREVEPORT,1541 KINGS HIGHWAY,SHREVEPORT,LA,71103,CADDO,Patients discharged on multiple antipsychotic medications with appropriate justification,21,Alcohol and other drug use disorder treatment provided or offered at discharge,256,Tobacco use treatment provided or offered at discharge,333,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,111,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),274
114036,GREENLEAF CENTER,2209 PINEVIEW DRIVE,VALDOSTA,GA,31602,LOWNDES,Patients discharged on multiple antipsychotic medications with appropriate justification,58,Alcohol and other drug use disorder treatment provided or offered at discharge,264,Tobacco use treatment provided or offered at discharge,98,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,394,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),1209
230066,MERCY HEALTH HACKLEY CAMPUS,1700 CLINTON STREET,MUSKEGON,MI,49442,MUSKEGON,Patients discharged on multiple antipsychotic medications with appropriate justification,13,Alcohol and other drug use disorder treatment provided or offered at discharge,274,Tobacco use treatment provided or offered at discharge,269,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,156,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),383
154063,"NEUROPSYCHIATRIC HOSPITAL OF INDIANAPOLIS, LLC","6720 PARKDALE PLACE, SUITE 100",INDIANAPOLIS,IN,46254,MARION,Patients discharged on multiple antipsychotic medications with appropriate justification,84,Alcohol and other drug use disorder treatment provided or offered at discharge,50,Tobacco use treatment provided or offered at discharge,37,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,166,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),1030
260210,ST ALEXIUS HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,63118,ST. LOUIS CITY,Patients discharged on multiple antipsychotic medications with appropriate justification,181,Alcohol and other drug use disorder treatment provided or offered at discharge,35,Tobacco use treatment provided or offered at discharge,40,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,25,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),649
390267,FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146,ALLEGHENY,Patients discharged on multiple antipsychotic medications with appropriate justification,12,Alcohol and other drug use disorder treatment provided or offered at discharge,348,Tobacco use treatment provided or offered at discharge,329,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,69,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),198
390116,SUBURBAN COMMUNITY HOSPITAL,2701 DEKALB PIKE,NORRISTOWN,PA,19401,MONTGOMERY,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,13,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),207
150048,REID HOSPITAL & HEALTH CARE SERVICES,1100 REID PKWY,RICHMOND,IN,47374,WAYNE,Patients discharged on multiple antipsychotic medications with appropriate justification,41,Alcohol and other drug use disorder treatment provided or offered at discharge,126,Tobacco use treatment provided or offered at discharge,154,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,113,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),779
50127,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,YOLO,Patients discharged on multiple antipsychotic medications with appropriate justification,67,Alcohol and other drug use disorder treatment provided or offered at discharge,281,Tobacco use treatment provided or offered at discharge,226,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,126,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),383
420078,PRISMA HEALTH ROGER C. PEACE REHABILITATION HOSPITAL,905 VERDAE BLVD SUITE 102,GREENVILLE,SC,29605,GREENVILLE,Patients discharged on multiple antipsychotic medications with appropriate justification,17,Alcohol and other drug use disorder treatment provided or offered at discharge,50,Tobacco use treatment provided or offered at discharge,236,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),201
110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,JACKSON,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,42,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),359
344028,STRATEGIC BEHAVORIAL CENTER-GARNER,3200 WATERFIELD DRIVE,GARNER,NC,27529,WAKE,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,95,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),200
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,IN,46052,BOONE,Patients discharged on multiple antipsychotic medications with appropriate justification,14,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Tobacco use treatment provided or offered at discharge,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),289
190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LA,70601,CALCASIEU,Patients discharged on multiple antipsychotic medications with appropriate justification,26,Alcohol and other drug use disorder treatment provided or offered at discharge,310,Tobacco use treatment provided or offered at discharge,351,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,87,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),330
500036,VIRGINIA MASON MEMORIAL,2811 TIETON DRIVE,YAKIMA,WA,98902,YAKIMA,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol and other drug use disorder treatment provided or offered at discharge,11,Tobacco use treatment provided or offered at discharge,75,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,52,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),156
330046,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,1000 TENTH AVENUE,NEW YORK,NY,10019,NEW YORK,Patients discharged on multiple antipsychotic medications with appropriate justification,23,Alcohol and other drug use disorder treatment provided or offered at discharge,21,Tobacco use treatment provided or offered at discharge,100,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,125,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),409
251302,MONROE REGIONAL HOSPITAL,400 SOUTH CHESTNUT STREET,ABERDEEN,MS,39730,MONROE,Patients discharged on multiple antipsychotic medications with appropriate justification,159,Alcohol and other drug use disorder treatment provided or offered at discharge,16,Tobacco use treatment provided or offered at discharge,22,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,23,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),235
114004,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,250 SCENIC HIGHWAY,LAWRENCEVILLE,GA,30046,GWINNETT,Patients discharged on multiple antipsychotic medications with appropriate justification,41,Alcohol and other drug use disorder treatment provided or offered at discharge,282,Tobacco use treatment provided or offered at discharge,260,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,345,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),1041
360192,UH GEAUGA MEDICAL CENTER,13207 RAVENNA RD,CHARDON,OH,44024,GEAUGA,Patients discharged on multiple antipsychotic medications with appropriate justification,27,Alcohol and other drug use disorder treatment provided or offered at discharge,116,Tobacco use treatment provided or offered at discharge,163,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,52,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),180
524002,WINNEBAGO MENTAL HEALTH INSTITUTE,4100 TREFFERT DR,WINNEBAGO,WI,54985,WINNEBAGO,Patients discharged on multiple antipsychotic medications with appropriate justification,227,Alcohol and other drug use disorder treatment provided or offered at discharge,968,Tobacco use treatment provided or offered at discharge,1034,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,240,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),764
