Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Num,HBIPS-3 Measure Description,HBIPS-3 Overall Num,HBIPS-5 Measure Description,HBIPS-5 Denominator,SUB-2/-2a Measure Description,SUB-2 Denominator,TOB-2/-2a Measure_Desc,TOB-2 Denominator,FUH Measure Description,FUH-30 %,READM-30-IPF Measure Desc,READM-30-IPF Category,Location
390048,GEISINGER-LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE,LEWISTOWN,PA,17044,MIFFLIN,Hours of physical-restraint use,2.45,Hours of seclusion use,8.48,Patients discharged on multiple antipsychotic medications with appropriate justification,31,Alcohol use brief intervention provided or offered,94,Tobacco use treatment provided or offered,294,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,55.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"400 HIGHLAND AVENUE LEWISTOWN, PA 17044 (40.617853, -77.567402)"
50426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,51,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,32,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,34.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"3033 W ORANGE AVENUE ANAHEIM, CA 92804 (33.824735, -117.995115)"
450330,OAKBEND MEDICAL CENTER,1705 JACKSON ST,RICHMOND,TX,77469,FORT BEND,Hours of physical-restraint use,3.57,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,45,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1705 JACKSON ST RICHMOND, TX 77469 (29.577713, -95.771297)"
230021,"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,ST JOSEPH,MI,49085,BERRIEN,Hours of physical-restraint use,49.35,Hours of seclusion use,15.28,Patients discharged on multiple antipsychotic medications with appropriate justification,65,Alcohol use brief intervention provided or offered,92,Tobacco use treatment provided or offered,266,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1234 NAPIER AVENUE ST JOSEPH, MI 49085 (42.089742, -86.477194)"
300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERRY,NH,3038,ROCKINGHAM,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,167,Tobacco use treatment provided or offered,277,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,68.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1 PARKLAND DRIVE DERRY, NH 03038 (42.875825, -71.317578)"
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,60622,COOK,Hours of physical-restraint use,4.83,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol use brief intervention provided or offered,23,Tobacco use treatment provided or offered,90,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,26.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2233 W DIVISION ST CHICAGO, IL 60622 (41.903104, -87.683213)"
330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,13601,JEFFERSON,Hours of physical-restraint use,123.83,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,48,Alcohol use brief intervention provided or offered,77,Tobacco use treatment provided or offered,309,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,71.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"830 WASHINGTON STREET WATERTOWN, NY 13601 (43.96489, -75.912761)"
40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,AR,71801,HEMPSTEAD,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,29,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,41,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2001 SOUTH MAIN HOPE, AR 71801 (33.648008, -93.587052)"
520027,COLUMBIA ST MARYS HOSPITAL OZAUKEE,13111 N PORT WASHINGTON RD,MEQUON,WI,53097,OZAUKEE,Hours of physical-restraint use,Not Available,Hours of seclusion use,Not Available,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,"13111 N PORT WASHINGTON RD MEQUON, WI 53097 (43.25618, -87.92415)"
104081,BLACKBERRY CENTER,91 BEEHIVE CIR,SAINT CLOUD,FL,34769,OSCEOLA,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,71,Alcohol use brief intervention provided or offered,29,Tobacco use treatment provided or offered,94,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,"91 BEEHIVE CIR SAINT CLOUD, FL 34769 (28.260176, -81.313691)"
330079,ADIRONDACK MEDICAL CENTER,"2233 STATE ROUTE 86, PO BOX 471",SARANAC LAKE,NY,12983,FRANKLIN,Hours of physical-restraint use,122.5,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,12,Alcohol use brief intervention provided or offered,12,Tobacco use treatment provided or offered,54,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,63.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"2233 STATE ROUTE 86, PO BOX 471 SARANAC LAKE, NY 12983 (44.344548, -74.144597)"
390194,ST LUKE'S HOSPITAL - LEHIGHTON,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,CARBON,Hours of physical-restraint use,47,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,18,Alcohol use brief intervention provided or offered,330,Tobacco use treatment provided or offered,212,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,60.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"211 NORTH 12TH STREET LEHIGHTON, PA 18235 (40.832535, -75.726801)"
230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,MI,48118,WASHTENAW,Hours of physical-restraint use,35.63,Hours of seclusion use,13.7,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,195,Tobacco use treatment provided or offered,274,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"775 S MAIN ST CHELSEA, MI 48118 (42.310594, -84.016571)"
444005,UNITY PSYCHIATRIC CARE-MARTIN,"458 HANNINGS LANE, P O BOX 1006",MARTIN,TN,38237,WEAKLEY,Hours of physical-restraint use,0.12,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,22,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"458 HANNINGS LANE, P O BOX 1006 MARTIN, TN 38237 (36.337537, -88.871534)"
391315,PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,ELK,Hours of physical-restraint use,0,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,11,Tobacco use treatment provided or offered,34,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,"763 JOHNSONBURG ROAD SAINT MARYS, PA 15857 (41.426857, -78.576794)"
494032,THE PAVILION AT WILLIAMSBURG PLACE,5483 MOORETOWN ROAD,WILLIAMSBURG,VA,23188,JAMES CITY,Hours of physical-restraint use,Not Available,Hours of seclusion use,Not Available,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,Not Available,Tobacco use treatment provided or offered,Not Available,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"5483 MOORETOWN ROAD WILLIAMSBURG, VA 23188 (37.315214, -76.730691)"
140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,Hours of physical-restraint use,538.96,Hours of seclusion use,106.3,Patients discharged on multiple antipsychotic medications with appropriate justification,41,Alcohol use brief intervention provided or offered,76,Tobacco use treatment provided or offered,214,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,45.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"1740 WEST TAYLOR ST SUITE 1400 CHICAGO, IL 60612 (41.869224, -87.670529)"
390076,BRANDYWINE HOSPITAL,201 REECEVILLE ROAD,COATESVILLE,PA,19320,CHESTER,Hours of physical-restraint use,30,Hours of seclusion use,55,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,26,Tobacco use treatment provided or offered,45,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,59.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"201 REECEVILLE ROAD COATESVILLE, PA 19320 (40.009586, -75.790263)"
460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,LOGAN,UT,84341,CACHE,Hours of physical-restraint use,0.61,Hours of seclusion use,7.9,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Alcohol use brief intervention provided or offered,76,Tobacco use treatment provided or offered,150,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,"500 EAST 1400 NORTH LOGAN, UT 84341 (41.757461, -111.822877)"
100034,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,MIAMI BEACH,FL,33140,MIAMI-DADE,Hours of physical-restraint use,9.8,Hours of seclusion use,0,Patients discharged on multiple antipsychotic medications with appropriate justification,28,Alcohol use brief intervention provided or offered,98,Tobacco use treatment provided or offered,71,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,"4300 ALTON RD MIAMI BEACH, FL 33140 (25.815045, -80.137939)"
